ID,y
589,109.21019
591,101.62557
593,95.38714
594,105.76325
595,94.93764
598,95.25437
602,106.98364
604,111.74333
606,107.792435
608,102.077354
609,105.73616
610,96.74871
616,108.423386
617,94.377075
618,107.11812
620,107.06804
622,102.250336
623,89.048645
624,109.3792
626,112.95469
628,112.44621
629,97.04706
630,110.02097
637,91.46156
638,100.841606
643,105.59677
645,102.362686
646,111.62842
648,94.88037
652,100.29263
653,100.17624
654,108.050766
656,111.56746
657,104.76957
659,99.972626
660,109.46228
663,93.373
664,110.30127
666,106.99931
668,105.17701
669,93.88683
671,94.80851
675,90.08628
677,95.88069
678,107.606514
679,103.3776
682,105.769226
685,107.50061
687,96.58536
688,94.9107
693,111.45313
696,98.5417
698,93.47398
701,101.34208
704,97.74798
705,116.9765
709,104.19021
710,99.04771
711,108.083496
712,98.63338
714,110.52973
715,90.90461
716,109.21019
717,94.75396
720,115.96449
721,93.947426
724,105.42596
725,95.3845
726,101.76358
728,110.80219
731,97.771355
734,111.35618
738,93.343666
745,105.498604
746,92.10347
751,78.390564
754,95.76362
756,98.99909
758,98.24131
759,109.27777
761,117.87255
766,99.45441
767,107.180595
768,89.1376
769,112.44993
770,98.10747
771,83.50837
772,107.76579
773,96.22054
774,103.395615
776,110.34856
777,104.67625
780,113.32166
782,105.91409
787,103.13598
788,95.002144
792,90.60265
793,113.79103
798,108.715195
800,91.29413
806,109.21019
809,110.94452
811,107.324036
812,95.54975
814,117.239784
816,108.695755
817,93.6266
818,107.64093
820,99.36376
823,95.01448
829,93.69152
830,112.36443
831,92.62759
834,110.01039
839,103.147804
841,83.387405
844,104.66042
845,94.77962
848,91.591545
850,117.158554
851,106.72392
852,97.118355
854,93.49789
855,104.91823
856,110.312485
859,102.455475
861,103.395615
864,93.07209
865,103.914444
866,91.84611
867,98.45282
869,96.87188
871,92.9859
872,109.21019
882,102.83697
883,93.38384
885,94.910095
888,98.44357
893,107.60557
901,107.885185
903,104.70033
904,93.20934
905,108.24517
910,99.76839
911,112.61872
914,111.17589
918,107.321785
921,91.57819
928,96.79839
929,109.04159
932,103.54724
933,96.22728
934,99.76839
935,108.74479
937,80.30111
939,94.5359
940,105.95532
941,99.29939
942,105.68749
943,92.86782
944,105.1798
947,109.21019
949,109.694565
951,101.973595
952,94.18079
953,104.70033
954,77.25684
957,110.53031
959,89.934906
960,110.66045
963,117.239784
965,109.21019
967,108.80107
971,94.53897
972,77.5005
973,91.67558
974,110.80728
975,100.71456
978,107.1297
980,96.77878
981,94.10707
984,110.95221
986,99.76839
988,89.1376
989,107.26611
990,106.30787
992,107.885185
996,103.54915
999,109.34924
1000,102.62982
1001,103.914444
1002,90.30904
1003,110.34856
1004,90.55878
1008,110.19642
1009,102.94796
1010,107.07341
1012,110.27438
1013,95.7145
1014,107.59366
1015,94.85415
1016,116.94221
1019,94.019005
1020,107.83515
1021,99.76839
1022,98.304955
1024,99.76839
1025,92.58585
1027,96.50449
1028,110.34818
1029,99.32325
1030,99.554886
1033,110.53031
1036,102.28254
1037,107.3997
1038,91.872635
1042,94.5359
1043,106.28634
1044,95.98816
1045,110.42634
1047,114.81921
1050,94.67784
1051,108.58965
1054,94.64099
1056,94.10707
1057,95.012726
1059,93.74285
1062,105.16679
1063,100.895584
1064,94.10707
1066,94.28581
1070,112.661575
1076,110.13942
1077,99.36258
1078,111.35825
1080,108.37661
1082,100.53279
1083,99.19025
1089,105.96101
1091,98.44357
1093,96.47343
1097,94.36193
1099,97.04868
1101,99.67538
1103,101.38594
1104,111.345474
1106,106.11188
1109,93.555984
1110,109.97706
1111,106.91788
1112,110.41241
1114,94.555046
1116,96.07995
1117,108.810234
1120,100.82123
1124,110.527885
1125,94.29283
1126,113.00963
1134,107.45104
1137,90.41092
1138,111.43171
1144,110.72777
1145,94.93764
1146,92.65276
1148,101.62897
1150,98.78013
1152,104.66042
1153,101.74839
1154,106.58811
1155,95.47546
1157,98.15607
1162,96.48752
1165,110.99145
1166,97.63479
1167,102.20294
1168,103.327255
1169,102.455475
1171,118.71867
1172,102.814
1173,102.455475
1174,97.82609
1176,106.641235
1177,108.31182
1178,96.17141
1182,111.89232
1186,101.71947
1187,105.3435
1188,92.19659
1189,113.24338
1191,106.33832
1192,95.8077
1197,111.65833
1198,94.96911
1200,79.34386
1201,94.071495
1203,97.71767
1209,117.239784
1214,107.47108
1218,111.34956
1222,99.932076
1226,98.011665
1228,96.865944
1230,102.944115
1232,79.23727
1233,108.71547
1236,113.10362
1238,100.704796
1241,110.72777
1244,99.099655
1246,102.85389
1247,100.966774
1250,104.72991
1251,99.367615
1254,105.42667
1255,98.59508
1256,109.57316
1257,98.08485
1258,110.91529
1259,111.65546
1260,94.10686
1263,112.03673
1267,79.856575
1268,110.57366
1271,97.692085
1272,107.96461
1274,105.567215
1275,96.48752
1276,108.94869
1277,90.69198
1279,92.65276
1281,97.95912
1282,92.19659
1283,106.326675
1285,105.15881
1286,94.14314
1289,112.27667
1296,98.012955
1299,101.357506
1301,103.54915
1306,89.55363
1307,95.75742
1308,94.52663
1313,108.94869
1314,95.41543
1315,109.97706
1316,92.88074
1317,108.26927
1319,92.330154
1323,105.850044
1324,108.66716
1325,96.16631
1328,102.899254
1329,92.104385
1330,103.395615
1331,99.871765
1332,104.94229
1337,101.22572
1338,98.65688
1339,91.91177
1340,101.45237
1343,107.41255
1347,110.235405
1348,97.03099
1349,108.11189
1352,94.197
1354,103.31634
1359,111.85408
1360,101.12079
1363,108.49602
1364,99.36349
1365,103.42013
1366,100.97077
1372,98.70694
1375,98.798416
1376,97.48488
1378,96.29947
1379,108.274124
1380,101.507484
1381,101.96617
1384,109.43068
1387,100.33311
1388,106.58971
1392,75.314125
1394,102.077225
1395,94.59927
1396,109.78187
1398,96.7815
1399,109.78187
1400,91.72317
1401,92.774216
1403,101.38592
1404,98.212975
1406,109.78187
1407,94.03605
1408,111.86087
1410,80.43829
1412,109.376076
1413,93.38583
1415,96.84544
1420,111.86087
1422,110.40423
1423,100.962555
1424,111.86087
1425,98.30036
1426,80.43829
1427,101.76036
1429,95.4766
1430,107.919
1431,102.69258
1432,101.437965
1434,109.109726
1437,94.10305
1438,104.72746
1440,109.82718
1441,105.9803
1442,95.38329
1444,107.19536
1445,96.561516
1446,104.94589
1448,93.65584
1453,93.43773
1454,109.376076
1455,92.92728
1456,106.924225
1458,109.376076
1459,95.11386
1461,96.905914
1465,100.33311
1466,110.720375
1469,106.772644
1472,93.43773
1474,96.80687
1477,108.29321
1479,106.85146
1482,108.866425
1483,77.90568
1487,95.05027
1488,105.08651
1490,115.279305
1492,104.91575
1494,116.967125
1496,98.89556
1497,98.32712
1499,103.74581
1502,94.86955
1507,103.06412
1508,94.197
1509,102.90645
1511,92.72516
1512,107.861755
1513,117.18827
1514,99.2228
1518,112.553314
1519,91.66064
1522,111.41277
1524,78.30369
1527,95.38329
1529,95.26707
1532,106.01851
1536,113.33474
1537,117.12795
1539,102.03195
1542,111.51599
1543,97.48488
1544,104.805725
1545,80.18346
1550,94.41796
1551,103.08216
1554,114.704414
1556,108.679825
1559,94.59961
1560,77.82951
1562,99.21362
1566,91.794945
1567,111.48943
1569,104.525055
1570,109.9162
1571,108.68544
1574,94.197
1578,106.64883
1580,93.59864
1583,105.29863
1584,94.197
1585,106.99852
1586,103.83828
1587,112.72139
1588,95.266045
1590,115.53618
1592,104.3742
1596,96.33442
1598,106.472206
1599,95.68089
1604,109.04953
1606,102.24867
1607,93.38583
1608,99.32946
1609,117.49814
1611,96.86178
1613,96.09922
1616,98.257454
1619,108.492516
1620,93.86773
1621,111.99531
1622,98.95246
1625,109.04587
1627,117.49814
1629,102.19027
1634,98.32853
1636,95.30588
1638,107.83657
1639,97.38606
1641,101.63743
1643,95.01484
1644,102.83108
1645,117.2831
1646,104.2913
1647,113.43727
1648,95.64509
1652,93.59864
1653,113.38576
1656,95.66717
1658,95.68089
1659,109.001015
1661,101.73024
1663,93.38583
1664,104.79621
1665,95.45847
1666,108.679825
1667,100.41995
1668,79.11187
1669,102.17157
1670,95.27856
1672,112.92388
1674,104.52657
1677,105.08651
1678,92.85855
1679,111.23899
1680,101.154686
1683,110.2626
1686,104.053665
1687,110.24781
1689,106.59136
1690,96.272255
1691,115.96564
1692,113.54124
1693,94.197
1695,96.43629
1696,93.43773
1697,109.001015
1700,108.679825
1701,97.43218
1702,112.72139
1703,92.453354
1704,104.9276
1706,95.8495
1707,109.77498
1708,96.81073
1710,92.72978
1711,106.25978
1713,101.118515
1717,109.317406
1719,106.64883
1720,96.20193
1722,95.585815
1725,104.43288
1726,96.60066
1727,101.298874
1729,105.53011
1730,90.97903
1731,107.270905
1733,108.679825
1734,94.72378
1735,110.40423
1738,96.09922
1742,103.88346
1745,104.52657
1747,95.6158
1749,101.02852
1751,97.31653
1752,78.01357
1753,102.38894
1754,96.04367
1755,94.60508
1756,102.46933
1758,106.63819
1759,92.709435
1760,106.11506
1761,108.52057
1762,92.25719
1763,105.79587
1764,108.851364
1766,101.84645
1768,92.68635
1769,80.374176
1771,108.68747
1772,97.910545
1773,109.08571
1774,99.00377
1775,108.37724
1777,111.745155
1779,92.709435
1780,106.44721
1787,92.453354
1788,95.262794
1790,95.87711
1796,112.78338
1801,91.00919
1803,93.81326
1807,112.24186
1809,106.331856
1812,97.944275
1813,109.54057
1814,101.93113
1815,110.03457
1816,96.09091
1818,93.1581
1820,92.30817
1821,115.67892
1822,95.508545
1825,96.23309
1826,107.12714
1828,96.191
1831,103.60338
1836,101.254875
1837,95.4136
1841,96.80687
1844,103.14928
1848,90.131256
1851,102.03195
1852,94.3548
1853,94.38003
1854,97.47171
1856,103.34819
1859,106.331856
1860,97.59971
1861,78.19268
1863,110.20826
1865,96.36522
1866,104.767334
1867,95.571976
1868,92.73225
1872,95.31716
1879,97.28591
1880,107.56498
1882,97.28232
1885,110.18725
1887,104.615555
1888,95.11618
1890,103.87542
1894,96.66851
1895,102.92264
1896,93.55202
1897,109.62757
1900,109.42678
1901,94.59961
1902,106.56474
1905,98.91302
1906,108.328575
1912,106.566154
1915,95.64633
1916,107.20285
1917,93.72883
1918,104.393585
1920,78.499725
1923,100.3581
1924,103.16061
1925,96.534454
1930,117.49814
1932,114.14229
1933,111.14395
1934,110.33242
1935,94.16611
1940,80.43829
1941,97.08855
1942,115.24038
1943,105.98486
1944,92.97922
1945,101.74977
1948,117.12795
1949,92.53341
1952,99.87052
1954,94.0328
1955,116.97142
1958,96.50403
1959,84.368355
1960,105.79587
1963,96.3158
1965,103.10112
1968,102.84914
1969,99.36349
1971,96.45329
1972,111.224884
1973,93.23877
1975,91.83137
1977,101.51868
1978,96.63946
1979,108.82123
1981,92.58961
1982,109.89887
1987,110.62662
1988,91.794945
1993,103.904625
1997,92.843376
1999,96.075325
2001,95.93502
2002,115.41437
2003,99.763695
2004,78.11097
2006,110.96195
2007,94.19152
2009,106.22294
2010,93.82711
2013,102.558014
2018,79.002335
2022,98.18719
2024,107.10129
2025,96.685005
2026,104.70509
2030,106.361664
2031,95.60339
2032,106.566154
2033,96.386566
2035,99.20397
2036,112.9955
2037,93.336685
2040,95.63687
2043,109.519844
2044,126.24299
2046,106.41876
2054,109.47531
2055,94.973274
2056,106.44721
2059,94.86573
2060,94.59961
2062,92.876305
2063,109.165
2066,96.66851
2067,115.5052
2072,100.215965
2073,107.31812
2074,108.31017
2075,100.26952
2076,96.20228
2080,95.928955
2082,94.59961
2085,99.76795
2087,107.799324
2091,107.71947
2092,96.06601
2093,106.44721
2098,100.854095
2101,105.79587
2102,93.07986
2103,80.43829
2105,104.56726
2106,93.588066
2107,100.92373
2110,96.71767
2114,98.51254
2115,112.89763
2117,87.55668
2118,95.85833
2119,105.98988
2120,96.098045
2122,102.902176
2123,113.02555
2126,94.787506
2127,107.68861
2128,96.8762
2129,110.328674
2132,110.15373
2135,105.71395
2138,103.35738
2139,117.49814
2141,111.22206
2142,94.34546
2146,97.63392
2151,110.403595
2157,105.95418
2159,101.24236
2162,92.74585
2164,117.12795
2167,95.51069
2168,110.34857
2171,97.91614
2173,95.24966
2174,104.831245
2175,95.28785
2178,93.86995
2180,96.49455
2185,110.80137
2189,93.97384
2190,112.41304
2192,103.08549
2194,112.4417
2200,104.35244
2201,98.28872
2203,108.177246
2204,97.112625
2205,110.18617
2209,109.98319
2213,103.40933
2214,94.137856
2215,108.497734
2216,98.40736
2218,94.58695
2219,109.64858
2220,101.67956
2222,97.904076
2223,104.77885
2225,109.8983
2226,95.07042
2230,100.59821
2233,111.90208
2234,106.94779
2235,97.112625
2236,77.18632
2237,92.490395
2240,116.2898
2241,95.57591
2248,104.09057
2249,96.423325
2250,101.59431
2252,110.16633
2253,99.364914
2254,111.45457
2256,79.3505
2258,94.578964
2259,101.97827
2262,96.803185
2265,94.37906
2266,103.93384
2269,99.90981
2271,103.775314
2273,95.02358
2274,108.97703
2275,98.05315
2277,98.40826
2279,97.112625
2280,76.9832
2282,96.49455
2283,102.24663
2288,96.145905
2289,106.79611
2291,95.77299
2292,117.76754
2297,108.76427
2298,106.20191
2299,98.19373
2300,111.11779
2301,92.92669
2304,94.28919
2305,101.74286
2306,96.803185
2308,94.252785
2309,100.76585
2311,104.685646
2312,99.97955
2316,103.362305
2321,104.463806
2322,106.44953
2325,105.983376
2326,93.47966
2329,117.76754
2330,98.97647
2331,101.87322
2332,110.724724
2333,96.803185
2334,104.170364
2335,111.022194
2337,105.04775
2338,104.327126
2340,110.724724
2342,104.01105
2345,92.793076
2349,95.06786
2351,78.22217
2352,95.52424
2354,108.982346
2355,112.436615
2357,109.8983
2358,96.495766
2360,95.0883
2361,108.982346
2364,95.26802
2366,98.83884
2369,99.27009
2370,95.1769
2371,111.13143
2373,102.32372
2374,105.55606
2376,112.68662
2378,106.68554
2382,103.1723
2383,93.7168
2386,107.5472
2387,99.79088
2389,98.15793
2390,104.732925
2392,93.8367
2398,110.724724
2399,94.447105
2400,98.810745
2401,110.30504
2402,96.791145
2404,99.51891
2407,102.525345
2408,101.04193
2409,105.048256
2412,86.588066
2413,101.5902
2415,94.50221
2420,101.48559
2422,99.352104
2423,103.695175
2426,94.49572
2432,98.48472
2434,91.98538
2435,95.76714
2436,109.628944
2438,105.74577
2440,106.36241
2443,102.11125
2444,91.98708
2447,104.09057
2450,94.412254
2454,104.026115
2455,108.43292
2459,96.803185
2460,102.510544
2463,96.94687
2465,97.055466
2468,80.43829
2469,96.5288
2474,95.487564
2478,94.873535
2480,90.74569
2481,116.2898
2489,96.49455
2490,101.50963
2492,94.14885
2496,96.803185
2497,100.269585
2500,95.52792
2505,95.771545
2507,99.295715
2508,110.18617
2509,94.51211
2510,77.116325
2513,91.38914
2515,96.49455
2518,93.7168
2519,104.24517
2520,93.7168
2521,107.854416
2523,100.71579
2525,96.50601
2529,110.18617
2530,96.42347
2533,104.97438
2535,92.30135
2538,99.774185
2544,106.72516
2553,110.47881
2556,94.13601
2558,92.54125
2559,111.66482
2560,94.665764
2561,108.72014
2562,97.50269
2563,106.67844
2564,90.84102
2565,112.33973
2567,99.55228
2572,94.1756
2575,97.19507
2576,113.33441
2577,96.59407
2578,97.60601
2579,108.93615
2580,93.73131
2582,103.593544
2583,92.95912
2587,90.812546
2589,109.39869
2590,96.538956
2591,110.18617
2594,96.7697
2597,96.67973
2598,105.160194
2599,95.5815
2600,100.04791
2602,115.5913
2603,94.1756
2604,97.27435
2606,100.30365
2607,78.01357
2608,100.127754
2613,110.18617
2614,103.24364
2615,111.09458
2617,109.24033
2620,100.77245
2623,108.08299
2624,98.611374
2627,110.18617
2629,78.01357
2630,94.85259
2632,101.97376
2636,95.82038
2639,105.35138
2640,108.6224
2642,110.18617
2644,107.15597
2646,99.437225
2647,97.22747
2649,93.656746
2650,102.89201
2652,108.035324
2653,97.8881
2655,101.20171
2657,111.07807
2659,107.48345
2662,93.38099
2663,116.2898
2664,96.19499
2665,102.30192
2670,98.55301
2671,108.25323
2672,91.15403
2675,108.035324
2677,109.75624
2679,99.33439
2683,108.341286
2684,97.14235
2685,104.81367
2688,108.16829
2689,103.855415
2690,102.85731
2693,102.37179
2694,107.924995
2697,104.05979
2699,95.47015
2703,94.99043
2705,107.25729
2709,84.34345
2710,95.04962
2711,108.42054
2712,97.300224
2713,98.16845
2714,109.01849
2715,97.87805
2717,93.8657
2718,110.96567
2720,107.506836
2721,96.57127
2726,102.10984
2728,92.21408
2731,104.01235
2732,109.695786
2734,96.038994
2736,103.41443
2737,96.247604
2738,104.9164
2739,100.59839
2746,95.00601
2749,105.52152
2751,117.466064
2752,101.34907
2753,96.879295
2757,101.3709
2758,96.15753
2759,108.8828
2760,103.66383
2762,110.50404
2764,93.38824
2765,108.394905
2769,106.79925
2771,105.868095
2774,94.4407
2776,93.279434
2777,99.28407
2778,96.5346
2779,106.13964
2782,93.70048
2784,94.21382
2787,94.759926
2789,96.90173
2792,97.82
2798,95.89133
2799,101.99562
2800,96.11435
2801,77.4216
2802,94.18508
2804,96.83058
2807,103.62844
2808,100.11901
2809,100.45193
2811,117.27702
2812,95.08223
2814,93.57547
2816,98.1712
2817,109.22105
2818,100.18703
2820,101.92553
2821,84.57341
2822,97.11679
2823,110.78514
2824,96.46405
2826,98.338066
2829,97.332664
2834,96.797455
2835,79.02249
2838,94.48921
2839,108.34269
2840,92.28826
2841,105.64621
2842,96.803185
2846,113.29355
2848,101.075745
2849,93.98743
2850,109.01849
2851,92.81955
2853,96.51606
2854,110.18617
2858,100.79862
2861,103.808876
2864,94.16611
2865,116.2898
2866,103.64585
2867,92.19579
2868,113.876755
2870,108.39372
2877,102.35313
2878,110.18617
2880,112.976944
2882,77.79284
2883,98.088455
2884,104.26935
2885,97.72223
2887,96.49455
2888,108.869286
2889,91.75006
2890,104.89831
2891,103.58162
2892,117.30008
2893,93.83283
2898,107.11576
2899,99.72423
2900,109.18842
2901,93.37582
2909,105.3643
2910,112.09373
2911,119.39943
2913,97.37785
2914,104.74172
2918,97.79123
2919,107.53328
2920,92.452415
2921,110.18617
2922,99.457504
2923,101.77753
2925,104.03275
2926,93.73131
2927,110.15394
2929,113.573235
2933,95.620316
2934,106.47784
2936,101.559975
2941,96.8798
2942,95.97765
2943,109.35663
2945,102.30091
2950,95.29763
2951,108.19942
2953,106.76156
2954,100.08905
2955,106.23595
2956,100.49743
2960,104.90454
2962,96.84347
2963,104.307686
2964,106.826294
2966,76.9832
2967,95.94517
2968,97.584656
2969,91.61759
2971,92.42469
2972,108.11923
2974,94.91169
2975,107.12044
2977,116.967125
2980,107.82377
2981,89.92383
2983,101.46653
2984,99.63301
2985,117.76754
2986,97.05422
2987,108.11923
2989,97.072395
2990,107.69034
2991,112.688
2992,80.374176
2995,104.05979
2996,98.19486
3002,111.19617
3004,108.3519
3005,118.69904
3006,95.81635
3010,98.535034
3011,104.13367
3014,93.73131
3015,95.10831
3016,94.10305
3017,100.32358
3018,93.99547
3021,103.048096
3024,105.160194
3028,97.06184
3030,94.59961
3032,93.89027
3039,95.014244
3040,103.834305
3041,98.4969
3043,110.202705
3044,113.747696
3046,105.64202
3055,96.159805
3056,109.13233
3058,93.393845
3059,106.84159
3061,117.12795
3063,105.94848
3066,95.29374
3067,105.160194
3068,77.4239
3069,96.57127
3072,116.54163
3073,112.889114
3074,95.95673
3077,96.98777
3082,101.39181
3084,104.05979
3085,102.39128
3088,107.15597
3091,96.53932
3092,111.79791
3093,99.615685
3094,104.01235
3096,110.47074
3097,91.09273
3098,78.280945
3102,116.92975
3106,93.150986
3109,96.01611
3111,94.28494
3112,118.69904
3113,96.86097
3115,100.215965
3116,106.08204
3117,97.86421
3121,103.464096
3122,94.747116
3123,95.36372
3124,101.44783
3125,94.10305
3126,100.03431
3127,115.96564
3129,93.02731
3130,113.43199
3132,107.0428
3134,107.35984
3135,104.700836
3137,75.92865
3138,121.8471
3140,106.08198
3144,105.48825
3145,104.35694
3146,111.09458
3147,95.31042
3148,103.57765
3149,105.38003
3150,111.5779
3151,96.37891
3152,96.27953
3155,100.88696
3156,109.01849
3159,92.56203
3161,98.945786
3162,107.79273
3163,96.35063
3165,102.391304
3172,102.867676
3173,98.900116
3176,92.03108
3177,107.55789
3179,107.12044
3183,93.81801
3186,94.827446
3187,98.07513
3189,106.46845
3190,97.64145
3192,115.96564
3193,102.867676
3194,112.86813
3197,95.77293
3198,96.099434
3200,100.98736
3201,118.469284
3202,96.099434
3204,95.771545
3205,93.06702
3206,105.2841
3208,104.26219
3210,103.26944
3211,100.35088
3212,117.12795
3213,98.2442
3214,105.16377
3216,104.89831
3219,93.6605
3220,110.740974
3221,96.86097
3226,107.76954
3227,105.944984
3228,98.27103
3229,98.40757
3232,80.43829
3233,94.36986
3234,96.05674
3236,99.01943
3238,110.43364
3239,109.53859
3240,93.29934
3247,109.14582
3249,104.86891
3252,109.923325
3253,98.836525
3254,104.95421
3255,99.24816
3256,109.53767
3257,95.38164
3262,104.0964
3263,108.035324
3264,100.49743
3266,112.37533
3267,101.09864
3269,98.10692
3272,117.76754
3274,95.77293
3275,105.32645
3277,101.99217
3279,99.28529
3280,107.50689
3283,95.11334
3285,96.49455
3287,103.34216
3288,105.160194
3290,100.150246
3291,92.40374
3298,107.94831
3299,95.52507
3302,106.41115
3303,94.576385
3304,103.95097
3307,94.581985
3309,98.775
3314,76.99913
3316,110.97489
3317,98.04058
3319,95.98799
3320,108.06587
3321,95.42092
3322,102.8393
3324,93.253334
3326,96.19603
3329,100.73454
3330,90.84102
3331,111.06725
3335,117.30008
3337,96.70964
3338,98.83576
3339,98.29226
3340,112.124954
3341,96.417435
3343,94.30587
3346,92.19028
3348,92.98133
3351,105.160194
3352,118.29198
3355,91.887695
3356,110.49919
3358,104.77136
3359,93.74001
3360,101.82581
3371,96.207794
3372,96.27562
3374,96.678185
3377,108.00724
3378,92.68272
3380,106.92998
3382,100.8579
3386,96.616875
3389,102.17865
3391,106.08949
3393,96.56173
3394,106.723694
3395,93.6248
3397,110.18617
3398,102.83276
3399,83.06371
3400,94.89848
3404,104.954666
3407,110.978226
3409,101.118515
3419,101.82534
3421,98.16402
3425,94.648186
3427,80.84388
3428,117.76754
3429,107.976074
3431,95.9383
3435,93.480064
3436,109.38206
3439,96.96039
3441,100.99974
3442,117.76754
3443,102.264946
3444,105.07203
3445,94.02824
3446,106.88343
3449,94.59961
3453,97.25945
3457,101.94501
3460,103.46201
3461,105.20171
3462,93.60193
3464,105.94848
3465,77.4239
3466,96.75199
3467,104.787506
3468,97.111
3469,103.236084
3470,95.470345
3472,110.18617
3473,99.201706
3475,94.36974
3476,108.771355
3478,106.67919
3479,94.45679
3483,94.60907
3484,107.57714
3485,101.00878
3487,94.736305
3488,107.99447
3496,111.41045
3497,99.567406
3499,102.69258
3500,77.02564
3501,97.44553
3504,93.0978
3508,101.52073
3511,95.63149
3512,109.08853
3515,92.18437
3517,95.3772
3518,96.648056
3526,108.00809
3528,113.57319
3529,99.6074
3530,116.35796
3531,92.56218
3532,103.56808
3533,95.98735
3534,95.101204
3535,77.4239
3536,98.916885
3537,110.90856
3538,92.23896
3539,102.47756
3540,102.97736
3545,106.97431
3546,92.26004
3550,107.62067
3551,103.494934
3553,96.28767
3554,103.46201
3557,92.490395
3558,108.55155
3559,94.59961
3561,92.15595
3562,110.18617
3563,96.29531
3564,105.160194
3565,94.02824
3567,94.33884
3571,105.160194
3572,97.847626
3574,109.85508
3576,95.71653
3577,106.40817
3578,95.363464
3579,93.98193
3583,95.29695
3585,103.598305
3586,105.568054
3587,112.74861
3593,94.12178
3594,104.15913
3595,95.0813
3599,95.648895
3600,105.72114
3601,110.18617
3602,94.59961
3604,99.1884
3609,118.515564
3610,107.099846
